,CE appliance,dish washer,electric space heater,electric stove,fridge,washer dryer,main
7229,0.0,0.0,17.0,3.0,138.0,2.0,358.209991455
7230,0.0,0.0,16.0,3.0,143.0,3.0,356.570007324
7231,0.0,0.0,18.0,3.0,143.0,3.0,359.190002441
7232,0.0,0.0,17.0,3.0,144.0,3.0,358.970001221
7233,0.0,0.0,17.0,2.0,144.0,3.0,359.070007324
7234,0.0,0.0,17.0,3.0,146.0,3.0,357.25
7235,0.0,0.0,18.0,2.0,144.0,3.0,359.649993896
7236,0.0,0.0,19.0,3.0,143.0,2.0,362.579986572
7237,0.0,0.0,19.0,3.0,143.0,2.0,362.579986572
7238,0.0,0.0,19.0,3.0,143.0,2.0,362.579986572
7239,0.0,0.0,20.0,3.0,138.0,3.0,357.959991455
7240,0.0,0.0,20.0,3.0,144.0,2.0,363.5
7241,0.0,0.0,20.0,3.0,144.0,2.0,364.050018311
7242,0.0,0.0,20.0,3.0,144.0,2.0,364.050018311
7243,0.0,0.0,20.0,3.0,144.0,2.0,364.050018311
7244,0.0,0.0,19.0,2.0,145.0,2.0,359.950012207
7245,0.0,0.0,21.0,2.0,150.0,3.0,358.219970703
7246,0.0,0.0,15.0,2.0,148.0,2.0,358.25
7247,0.0,0.0,19.0,2.0,144.0,3.0,357.709991455
7248,0.0,0.0,20.0,3.0,141.0,2.0,356.929992676
7249,0.0,0.0,18.0,3.0,144.0,2.0,360.110015869
7250,0.0,0.0,18.0,3.0,144.0,2.0,359.190002441
7251,0.0,0.0,19.0,2.0,148.0,3.0,359.25
7252,0.0,0.0,19.0,3.0,143.0,2.0,355.970001221
7253,0.0,0.0,18.0,3.0,144.0,2.0,357.570007324
7254,0.0,0.0,19.0,3.0,147.0,3.0,358.910003662
7255,0.0,0.0,18.0,3.0,142.0,3.0,358.130004883
7256,0.0,0.0,18.0,2.0,140.0,3.0,357.510009766
7257,0.0,0.0,35.0,3.0,144.0,2.0,356.179992676
7258,0.0,0.0,17.0,3.0,148.0,3.0,356.759979248
7259,0.0,0.0,19.0,3.0,147.0,3.0,364.360015869
7260,0.0,0.0,36.0,3.0,143.0,3.0,358.25
7261,0.0,0.0,36.0,3.0,143.0,3.0,358.25
7262,0.0,0.0,36.0,3.0,143.0,3.0,358.25
7263,0.0,0.0,18.0,2.0,149.0,2.0,359.109985352
7264,0.0,0.0,18.0,3.0,145.0,3.0,356.070007324
7265,0.0,0.0,17.0,3.0,140.0,2.0,357.690002441
7266,0.0,0.0,36.0,2.0,145.0,3.0,358.25
7267,0.0,0.0,19.0,2.0,144.0,3.0,359.950012207
7268,0.0,0.0,19.0,2.0,141.0,2.0,357.799987793
7269,0.0,0.0,17.0,3.0,141.0,3.0,356.029998779
7270,0.0,0.0,16.0,3.0,147.0,3.0,356.559997559
7271,0.0,0.0,17.0,2.0,141.0,2.0,355.740020752
7272,0.0,0.0,18.0,3.0,147.0,2.0,360.230010986
7273,0.0,0.0,18.0,3.0,144.0,2.0,358.829986572
7274,0.0,0.0,16.0,3.0,138.0,2.0,358.190002441
7275,0.0,0.0,17.0,3.0,143.0,2.0,356.539978027
7276,0.0,0.0,21.0,3.0,142.0,2.0,356.350006104
7277,0.0,0.0,17.0,3.0,138.0,2.0,357.979980469
7278,0.0,0.0,17.0,2.0,143.0,2.0,364.820007324
7279,0.0,0.0,17.0,2.0,144.0,3.0,363.260009766
7280,0.0,0.0,19.0,3.0,147.0,3.0,357.649993896
7281,0.0,0.0,19.0,3.0,147.0,3.0,357.649993896
7282,0.0,0.0,19.0,3.0,147.0,3.0,357.649993896
7283,0.0,0.0,17.0,2.0,142.0,3.0,357.520019531
7284,0.0,0.0,17.0,3.0,145.0,3.0,356.700012207
7285,0.0,0.0,18.0,3.0,143.0,3.0,357.760009766
7286,0.0,0.0,17.0,3.0,139.0,3.0,355.429992676
7287,0.0,0.0,20.0,2.0,130.0,3.0,356.390014648
7288,0.0,0.0,18.0,3.0,141.0,2.0,358.350006104
7289,0.0,0.0,17.0,3.0,148.0,3.0,357.83001709
7290,0.0,0.0,19.0,3.0,141.0,2.0,358.049987793
7291,0.0,0.0,18.0,3.0,146.0,3.0,357.890014648
7292,0.0,0.0,18.0,2.0,144.0,3.0,357.549987793
7293,0.0,0.0,18.0,3.0,139.0,2.0,356.429992676
7294,0.0,0.0,20.0,3.0,141.0,2.0,355.75
7295,0.0,0.0,18.0,3.0,140.0,2.0,358.710021973
7296,0.0,0.0,17.0,2.0,142.0,3.0,360.050018311
7297,0.0,0.0,20.0,3.0,147.0,3.0,364.789978027
7298,0.0,0.0,18.0,3.0,146.0,3.0,362.289978027
7299,0.0,0.0,18.0,3.0,143.0,3.0,359.239990234
7300,0.0,0.0,18.0,3.0,143.0,3.0,359.239990234
7301,0.0,0.0,18.0,3.0,143.0,3.0,359.239990234
7302,0.0,0.0,17.0,2.0,143.0,2.0,359.050018311
7303,0.0,0.0,34.0,2.0,144.0,3.0,355.739990234
7304,0.0,0.0,17.0,3.0,143.0,2.0,357.83001709
7305,0.0,0.0,18.0,3.0,142.0,2.0,356.809997559
7306,0.0,0.0,18.0,3.0,147.0,3.0,358.489990234
7307,0.0,0.0,19.0,3.0,147.0,3.0,358.690002441
7308,0.0,0.0,34.0,3.0,145.0,3.0,357.010009766
7309,0.0,0.0,20.0,3.0,145.0,3.0,360.549987793
7310,0.0,0.0,19.0,2.0,142.0,3.0,355.140014648
7311,0.0,0.0,20.0,2.0,140.0,3.0,357.239990234
7312,0.0,0.0,18.0,3.0,141.0,2.0,361.920013428
7313,0.0,0.0,20.0,3.0,142.0,3.0,359.190002441
7314,0.0,0.0,18.0,2.0,142.0,3.0,363.350006104
7315,0.0,0.0,18.0,2.0,142.0,3.0,359.179992676
7316,0.0,0.0,17.0,3.0,142.0,3.0,362.990020752
7317,0.0,0.0,17.0,3.0,142.0,3.0,365.540008545
7318,0.0,0.0,17.0,3.0,142.0,3.0,366.529998779
7319,0.0,0.0,17.0,3.0,142.0,3.0,359.619995117
7320,0.0,0.0,17.0,3.0,142.0,3.0,359.619995117
7321,0.0,0.0,17.0,3.0,142.0,3.0,359.619995117
7322,0.0,0.0,18.0,3.0,147.0,3.0,357.0
7323,0.0,0.0,18.0,3.0,147.0,3.0,361.579986572
7324,0.0,0.0,19.0,3.0,145.0,2.0,362.660003662
7325,0.0,0.0,19.0,3.0,145.0,2.0,358.470001221
7326,0.0,0.0,20.0,3.0,150.0,2.0,359.25
7327,0.0,0.0,20.0,3.0,150.0,2.0,359.320007324
7328,0.0,0.0,17.0,3.0,140.0,2.0,358.350006104
7329,0.0,0.0,17.0,3.0,140.0,2.0,359.030029297
7330,0.0,0.0,20.0,2.0,143.0,3.0,362.530029297
7331,0.0,0.0,20.0,2.0,143.0,3.0,360.429992676
7332,0.0,0.0,35.0,2.0,143.0,3.0,358.199981689
7333,0.0,0.0,17.0,3.0,141.0,3.0,358.240020752
7334,0.0,0.0,18.0,2.0,142.0,3.0,363.929992676
7335,0.0,0.0,17.0,3.0,146.0,2.0,366.369995117
7336,0.0,0.0,18.0,3.0,137.0,3.0,365.41998291
7337,0.0,0.0,18.0,3.0,144.0,3.0,360.320007324
7338,0.0,0.0,18.0,3.0,147.0,2.0,361.139984131
7339,0.0,0.0,18.0,3.0,147.0,2.0,361.139984131
7340,0.0,0.0,18.0,3.0,146.0,3.0,359.939971924
7341,0.0,0.0,18.0,3.0,142.0,2.0,360.58001709
7342,0.0,0.0,18.0,3.0,139.0,2.0,359.149993896
7343,0.0,0.0,19.0,3.0,142.0,2.0,357.660003662
7344,0.0,0.0,18.0,2.0,140.0,3.0,358.880004883
7345,0.0,0.0,20.0,2.0,140.0,3.0,358.059997559
7346,0.0,0.0,19.0,3.0,148.0,2.0,359.150024414
7347,0.0,0.0,18.0,2.0,142.0,3.0,356.559997559
7348,0.0,0.0,19.0,3.0,144.0,2.0,355.600006104
7349,0.0,0.0,18.0,2.0,146.0,3.0,359.119995117
7350,0.0,0.0,19.0,3.0,142.0,2.0,354.260009766
7351,0.0,0.0,18.0,2.0,143.0,3.0,359.579986572
7352,0.0,0.0,18.0,2.0,138.0,3.0,356.420013428
7353,0.0,0.0,18.0,3.0,142.0,3.0,359.329986572
7354,0.0,0.0,18.0,3.0,138.0,3.0,364.220001221
7355,0.0,0.0,21.0,3.0,144.0,3.0,362.320007324
7356,0.0,0.0,19.0,3.0,144.0,2.0,363.649993896
7357,0.0,0.0,18.0,3.0,138.0,2.0,358.75
7358,0.0,0.0,18.0,3.0,138.0,2.0,358.75
7359,0.0,0.0,17.0,2.0,139.0,3.0,360.199981689
7360,0.0,0.0,19.0,3.0,141.0,2.0,355.380004883
7361,0.0,0.0,17.0,3.0,139.0,2.0,359.569976807
7362,0.0,0.0,18.0,3.0,145.0,2.0,357.899993896
7363,0.0,0.0,19.0,3.0,145.0,3.0,359.690002441
7364,0.0,0.0,17.0,3.0,140.0,3.0,357.899993896
7365,0.0,0.0,19.0,2.0,141.0,3.0,357.140014648
7366,0.0,0.0,18.0,3.0,143.0,3.0,359.470001221
7367,0.0,0.0,18.0,3.0,140.0,2.0,359.429992676
7368,0.0,0.0,19.0,3.0,145.0,2.0,357.970001221
7369,0.0,1.0,15.0,2.0,148.0,3.0,357.009979248
7370,0.0,0.0,18.0,3.0,140.0,3.0,357.980010986
7371,0.0,0.0,19.0,3.0,146.0,2.0,355.420013428
7372,0.0,0.0,18.0,2.0,143.0,3.0,355.660003662
7373,0.0,0.0,18.0,2.0,145.0,3.0,360.479980469
7374,0.0,0.0,18.0,3.0,143.0,2.0,363.589996338
7375,0.0,0.0,18.0,3.0,137.0,2.0,357.370025635
7376,0.0,0.0,18.0,3.0,142.0,2.0,356.209991455
7377,0.0,0.0,18.0,2.0,141.0,3.0,357.160003662
7378,0.0,0.0,17.0,3.0,143.0,3.0,357.779998779
7379,0.0,0.0,17.0,3.0,143.0,3.0,357.779998779
7380,0.0,0.0,17.0,2.0,144.0,3.0,357.220001221
7381,0.0,0.0,19.0,2.0,140.0,2.0,354.800018311
7382,0.0,0.0,19.0,2.0,137.0,2.0,354.470001221
7383,0.0,0.0,20.0,3.0,146.0,2.0,356.559997559
7384,0.0,0.0,18.0,3.0,140.0,3.0,355.550018311
7385,0.0,0.0,20.0,2.0,144.0,2.0,357.569976807
7386,0.0,0.0,19.0,2.0,144.0,2.0,356.410003662
7387,0.0,0.0,19.0,3.0,143.0,2.0,355.170013428
7388,0.0,0.0,18.0,3.0,141.0,3.0,355.549987793
7389,0.0,0.0,18.0,2.0,138.0,3.0,356.160003662
7390,0.0,0.0,31.0,3.0,141.0,2.0,355.309997559
7391,0.0,0.0,17.0,3.0,147.0,3.0,363.790008545
7392,0.0,0.0,18.0,2.0,144.0,3.0,363.570007324
7393,0.0,0.0,19.0,3.0,143.0,2.0,358.360015869
7394,0.0,0.0,17.0,3.0,144.0,2.0,354.610015869
7395,0.0,0.0,18.0,3.0,142.0,3.0,357.880004883
7396,0.0,0.0,19.0,3.0,145.0,3.0,357.290008545
7397,0.0,0.0,19.0,3.0,141.0,2.0,353.930023193
7398,0.0,0.0,19.0,3.0,141.0,2.0,353.930023193
7399,0.0,0.0,19.0,3.0,141.0,2.0,353.930023193
7400,0.0,0.0,18.0,2.0,141.0,3.0,353.779998779
7401,0.0,0.0,17.0,3.0,141.0,2.0,354.610015869
7402,0.0,0.0,18.0,2.0,140.0,2.0,355.650024414
7403,0.0,0.0,17.0,3.0,139.0,2.0,356.16998291
7404,0.0,0.0,19.0,2.0,146.0,3.0,354.769989014
7405,0.0,0.0,19.0,3.0,142.0,3.0,355.390014648
7406,0.0,0.0,17.0,3.0,142.0,3.0,355.349975586
7407,0.0,0.0,18.0,2.0,142.0,3.0,353.829986572
7408,0.0,0.0,20.0,3.0,132.0,3.0,359.320007324
7409,0.0,0.0,19.0,3.0,130.0,3.0,357.790008545
7410,0.0,0.0,19.0,3.0,142.0,2.0,355.049987793
7411,0.0,0.0,18.0,2.0,145.0,2.0,360.009979248
7412,0.0,0.0,18.0,2.0,137.0,2.0,359.880004883
7413,0.0,0.0,18.0,3.0,141.0,3.0,354.779998779
7414,0.0,0.0,18.0,2.0,145.0,2.0,357.309997559
7415,0.0,0.0,18.0,3.0,140.0,3.0,356.079986572
7416,0.0,0.0,18.0,3.0,141.0,3.0,355.269989014
7417,0.0,0.0,18.0,3.0,141.0,3.0,355.269989014
7418,0.0,0.0,18.0,3.0,142.0,3.0,355.290008545
7419,0.0,0.0,19.0,3.0,145.0,2.0,356.140014648
7420,0.0,0.0,19.0,2.0,146.0,3.0,355.539978027
7421,0.0,0.0,17.0,3.0,140.0,2.0,354.910003662
7422,0.0,0.0,18.0,2.0,141.0,3.0,354.489990234
7423,0.0,0.0,18.0,3.0,142.0,3.0,353.410003662
7424,0.0,0.0,19.0,2.0,140.0,2.0,358.279998779
7425,0.0,0.0,18.0,3.0,144.0,2.0,356.389984131
7426,0.0,0.0,17.0,3.0,142.0,2.0,354.760009766
7427,0.0,0.0,18.0,3.0,144.0,2.0,353.820007324
7428,0.0,0.0,17.0,3.0,143.0,2.0,355.75
7429,0.0,0.0,18.0,2.0,144.0,2.0,361.729980469
7430,0.0,0.0,18.0,3.0,140.0,2.0,361.869995117
7431,0.0,0.0,18.0,3.0,137.0,3.0,356.930023193
7432,0.0,0.0,18.0,3.0,141.0,2.0,355.389984131
7433,0.0,0.0,19.0,2.0,145.0,2.0,358.220001221
7434,0.0,0.0,18.0,3.0,142.0,3.0,356.049987793
7435,0.0,0.0,19.0,2.0,140.0,3.0,357.199981689
7436,0.0,0.0,19.0,2.0,140.0,3.0,357.199981689
7437,0.0,0.0,19.0,2.0,140.0,3.0,357.199981689
7438,0.0,0.0,18.0,2.0,139.0,3.0,355.839996338
7439,0.0,0.0,21.0,3.0,138.0,2.0,354.829986572
7440,0.0,0.0,18.0,3.0,140.0,2.0,355.809997559
7441,0.0,0.0,18.0,3.0,145.0,2.0,357.960021973
7442,0.0,0.0,19.0,3.0,145.0,3.0,358.679992676
7443,0.0,0.0,19.0,3.0,142.0,3.0,358.83001709
7444,0.0,0.0,19.0,3.0,141.0,3.0,355.450012207
7445,0.0,0.0,18.0,3.0,138.0,3.0,355.910003662
7446,0.0,0.0,18.0,3.0,145.0,2.0,365.600006104
7447,0.0,0.0,18.0,2.0,140.0,2.0,370.200012207
7448,0.0,0.0,17.0,2.0,139.0,3.0,368.690002441
7449,0.0,0.0,19.0,3.0,139.0,3.0,369.470001221
7450,0.0,0.0,17.0,3.0,141.0,2.0,364.730010986
7451,0.0,0.0,15.0,2.0,151.0,3.0,364.329986572
7452,0.0,0.0,15.0,2.0,147.0,3.0,363.799987793
7453,0.0,0.0,15.0,2.0,147.0,3.0,366.470001221
7454,0.0,0.0,15.0,2.0,147.0,3.0,367.550018311
7455,0.0,0.0,15.0,2.0,147.0,3.0,367.550018311
7456,0.0,0.0,15.0,2.0,147.0,3.0,367.550018311
7457,0.0,0.0,18.0,3.0,141.0,2.0,366.649993896
7458,0.0,0.0,18.0,3.0,141.0,2.0,367.440002441
7459,0.0,0.0,19.0,2.0,146.0,3.0,371.139984131
7460,0.0,0.0,19.0,2.0,146.0,3.0,368.809997559
7461,0.0,0.0,19.0,3.0,139.0,3.0,370.179992676
7462,0.0,0.0,19.0,3.0,139.0,3.0,370.070007324
7463,0.0,0.0,22.0,3.0,140.0,2.0,367.850006104
7464,0.0,0.0,22.0,3.0,140.0,2.0,369.220001221
7465,0.0,0.0,23.0,3.0,141.0,3.0,366.910003662
7466,0.0,0.0,23.0,3.0,141.0,3.0,365.609985352
7467,0.0,0.0,17.0,3.0,144.0,3.0,370.609985352
7468,0.0,0.0,17.0,3.0,144.0,3.0,370.089996338
7469,0.0,0.0,17.0,3.0,144.0,3.0,371.809997559
7470,0.0,0.0,17.0,3.0,137.0,2.0,368.400024414
7471,0.0,0.0,17.0,3.0,143.0,2.0,370.360015869
7472,0.0,0.0,19.0,2.0,141.0,3.0,364.370025635
7473,0.0,0.0,20.0,3.0,140.0,3.0,367.819976807
7474,0.0,0.0,18.0,3.0,141.0,2.0,368.989990234
7475,0.0,0.0,18.0,3.0,141.0,2.0,368.989990234
7476,0.0,0.0,18.0,3.0,141.0,2.0,368.989990234
7477,0.0,0.0,19.0,3.0,135.0,3.0,368.860015869
7478,0.0,0.0,36.0,3.0,144.0,2.0,366.649993896
7479,0.0,0.0,17.0,3.0,144.0,3.0,365.859985352
7480,0.0,0.0,24.0,3.0,141.0,2.0,366.880004883
7481,0.0,0.0,19.0,2.0,144.0,2.0,368.739990234
7482,0.0,0.0,36.0,3.0,136.0,2.0,367.450012207
7483,0.0,0.0,22.0,2.0,138.0,3.0,370.950012207
7484,0.0,0.0,18.0,3.0,144.0,3.0,366.790008545
7485,0.0,0.0,19.0,3.0,140.0,3.0,371.049987793
7486,0.0,0.0,36.0,3.0,144.0,3.0,367.980010986
7487,0.0,0.0,18.0,3.0,139.0,3.0,369.690002441
7488,0.0,0.0,19.0,2.0,139.0,2.0,372.270019531
7489,0.0,0.0,19.0,2.0,145.0,3.0,367.930023193
7490,0.0,0.0,41.0,2.0,138.0,3.0,368.670013428
7491,0.0,0.0,21.0,2.0,146.0,3.0,366.520019531
7492,0.0,0.0,18.0,3.0,141.0,3.0,367.649993896
7493,0.0,0.0,17.0,3.0,140.0,3.0,368.320007324
7494,0.0,0.0,19.0,3.0,140.0,3.0,365.029998779
7495,0.0,0.0,19.0,3.0,140.0,3.0,365.029998779
7496,0.0,0.0,19.0,3.0,140.0,3.0,365.029998779
7497,0.0,0.0,19.0,3.0,144.0,2.0,366.5
7498,0.0,0.0,18.0,2.0,144.0,3.0,366.429992676
7499,0.0,0.0,19.0,3.0,143.0,3.0,366.050018311
7500,0.0,0.0,19.0,3.0,136.0,2.0,367.899993896
7501,0.0,0.0,18.0,3.0,139.0,3.0,367.350006104
7502,0.0,0.0,17.0,3.0,141.0,3.0,363.880004883
7503,0.0,0.0,38.0,3.0,144.0,2.0,366.529998779
7504,0.0,0.0,35.0,3.0,143.0,2.0,368.339996338
7505,0.0,0.0,17.0,3.0,145.0,2.0,369.979980469
7506,0.0,0.0,18.0,3.0,137.0,3.0,370.08001709
7507,0.0,0.0,19.0,2.0,140.0,3.0,369.559997559
7508,0.0,0.0,36.0,3.0,136.0,2.0,366.070007324
7509,0.0,0.0,18.0,3.0,142.0,2.0,369.75
7510,0.0,0.0,18.0,2.0,140.0,3.0,363.119995117
7511,0.0,0.0,17.0,3.0,144.0,2.0,368.930023193
7512,0.0,0.0,18.0,3.0,137.0,3.0,367.959991455
7513,0.0,0.0,17.0,2.0,140.0,2.0,366.350006104
7514,0.0,0.0,17.0,2.0,140.0,2.0,366.350006104
7515,0.0,0.0,17.0,2.0,140.0,2.0,366.350006104
7516,0.0,0.0,18.0,3.0,142.0,2.0,366.630004883
7517,0.0,0.0,20.0,2.0,145.0,3.0,368.690002441
7518,0.0,0.0,18.0,3.0,145.0,2.0,365.16998291
7519,0.0,0.0,19.0,3.0,139.0,2.0,365.850006104
7520,0.0,0.0,18.0,3.0,141.0,3.0,364.489990234
7521,0.0,0.0,31.0,3.0,144.0,2.0,363.709991455
7522,0.0,0.0,35.0,2.0,141.0,3.0,367.899993896
7523,0.0,0.0,18.0,2.0,144.0,3.0,366.540008545
7524,0.0,0.0,17.0,3.0,146.0,3.0,366.730010986
7525,0.0,0.0,18.0,3.0,140.0,2.0,367.259979248
7526,0.0,0.0,35.0,2.0,141.0,3.0,368.070007324
7527,0.0,0.0,18.0,3.0,140.0,3.0,365.119995117
7528,0.0,0.0,17.0,3.0,143.0,2.0,367.679992676
7529,0.0,0.0,20.0,3.0,142.0,2.0,367.109985352
7530,0.0,0.0,19.0,2.0,136.0,3.0,364.970001221
7531,0.0,0.0,36.0,3.0,139.0,2.0,364.670013428
7532,0.0,0.0,19.0,3.0,140.0,2.0,362.739990234
7533,0.0,0.0,22.0,2.0,140.0,3.0,366.109985352
7534,0.0,0.0,22.0,2.0,140.0,3.0,366.109985352
7535,0.0,0.0,21.0,2.0,135.0,3.0,364.130004883
7536,0.0,0.0,19.0,3.0,138.0,3.0,364.41998291
7537,0.0,0.0,19.0,3.0,140.0,2.0,367.289978027
7538,0.0,0.0,19.0,3.0,141.0,3.0,365.570007324
7539,0.0,0.0,21.0,2.0,141.0,3.0,367.429992676
7540,0.0,0.0,19.0,3.0,145.0,2.0,367.279998779
7541,0.0,0.0,18.0,3.0,140.0,2.0,365.920013428
7542,0.0,0.0,25.0,3.0,144.0,2.0,368.089996338
7543,0.0,0.0,21.0,2.0,139.0,2.0,364.369995117
7544,0.0,0.0,19.0,2.0,140.0,2.0,365.489990234
7545,0.0,0.0,19.0,3.0,144.0,2.0,367.670013428
7546,0.0,0.0,18.0,3.0,143.0,2.0,366.950012207
7547,0.0,0.0,18.0,3.0,141.0,2.0,364.390014648
7548,0.0,0.0,20.0,3.0,135.0,2.0,364.349975586
7549,0.0,0.0,19.0,3.0,140.0,3.0,363.609985352
7550,0.0,0.0,18.0,3.0,142.0,2.0,367.529998779
7551,0.0,0.0,18.0,2.0,146.0,3.0,367.08001709
7552,0.0,0.0,19.0,3.0,140.0,2.0,365.029998779
7553,0.0,0.0,19.0,3.0,140.0,2.0,365.029998779
7554,0.0,0.0,19.0,3.0,140.0,2.0,365.029998779
7555,0.0,0.0,19.0,3.0,139.0,3.0,363.420013428
7556,0.0,1.0,23.0,2.0,0.0,3.0,246.0
7557,0.0,1.0,18.0,3.0,1.0,3.0,221.849990845
7558,0.0,0.0,19.0,3.0,0.0,2.0,218.13999939
7559,0.0,0.0,19.0,2.0,0.0,2.0,218.5
7560,0.0,0.0,18.0,2.0,1.0,3.0,218.36000061
7561,0.0,1.0,20.0,2.0,1.0,3.0,219.919998169
7562,0.0,1.0,20.0,2.0,1.0,3.0,221.919998169
7563,0.0,0.0,19.0,3.0,1.0,2.0,225.619995117
7564,0.0,1.0,18.0,2.0,0.0,3.0,221.550003052
7565,0.0,0.0,20.0,3.0,0.0,2.0,220.489990234
7566,0.0,0.0,22.0,2.0,1.0,2.0,217.799987793
7567,0.0,1.0,18.0,3.0,0.0,3.0,221.770004272
7568,0.0,1.0,18.0,3.0,1.0,2.0,221.260009766
7569,0.0,0.0,18.0,3.0,0.0,2.0,219.740005493
7570,0.0,0.0,19.0,2.0,1.0,3.0,218.0
7571,0.0,1.0,17.0,2.0,0.0,3.0,220.680007935
7572,0.0,1.0,17.0,2.0,0.0,3.0,220.680007935
7573,0.0,1.0,17.0,2.0,0.0,3.0,220.680007935
7574,0.0,0.0,12.0,2.0,0.0,2.0,221.439987183
7575,0.0,1.0,20.0,2.0,0.0,2.0,220.419998169
7576,0.0,1.0,18.0,2.0,0.0,2.0,218.979995728
7577,0.0,0.0,19.0,2.0,1.0,2.0,222.800003052
7578,0.0,1.0,19.0,2.0,0.0,2.0,220.75
7579,0.0,0.0,19.0,2.0,0.0,3.0,221.809997559
7580,0.0,0.0,18.0,2.0,1.0,2.0,222.929992676
7581,0.0,0.0,19.0,2.0,0.0,3.0,222.210006714
7582,0.0,1.0,18.0,2.0,0.0,3.0,223.150009155
7583,0.0,1.0,17.0,2.0,0.0,3.0,223.239990234
7584,0.0,1.0,17.0,2.0,0.0,3.0,218.399993896
7585,0.0,0.0,19.0,2.0,0.0,2.0,220.919998169
7586,0.0,1.0,17.0,2.0,0.0,2.0,219.86000061
7587,0.0,1.0,17.0,2.0,0.0,2.0,219.13999939
7588,0.0,1.0,18.0,2.0,1.0,3.0,217.690002441
7589,0.0,1.0,18.0,2.0,1.0,3.0,219.419998169
7590,0.0,0.0,18.0,3.0,0.0,2.0,219.0
7591,0.0,0.0,18.0,3.0,0.0,2.0,219.0
7592,0.0,0.0,18.0,3.0,0.0,2.0,219.0
7593,0.0,1.0,18.0,2.0,0.0,3.0,219.759994507
7594,0.0,1.0,18.0,2.0,0.0,3.0,216.620010376
7595,0.0,0.0,19.0,3.0,0.0,2.0,219.020004272
7596,0.0,0.0,19.0,3.0,0.0,2.0,221.379989624
7597,0.0,0.0,18.0,2.0,0.0,3.0,222.859985352
7598,0.0,0.0,18.0,2.0,0.0,3.0,220.710006714
7599,0.0,1.0,18.0,2.0,1.0,2.0,218.910003662
7600,0.0,1.0,18.0,2.0,1.0,2.0,221.760009766
7601,0.0,1.0,18.0,2.0,1.0,2.0,223.890014648
7602,0.0,1.0,19.0,3.0,1.0,2.0,224.350006104
7603,0.0,1.0,19.0,3.0,1.0,2.0,219.089996338
7604,0.0,1.0,19.0,3.0,1.0,2.0,219.350006104
7605,0.0,1.0,18.0,3.0,1.0,3.0,218.479995728
7606,0.0,1.0,18.0,3.0,0.0,3.0,220.88999939
7607,0.0,1.0,20.0,2.0,0.0,3.0,223.989990234
7608,0.0,1.0,18.0,2.0,1.0,3.0,223.569992065
7609,0.0,0.0,18.0,2.0,0.0,3.0,220.329986572
7610,0.0,0.0,18.0,2.0,0.0,3.0,220.329986572
7611,0.0,0.0,18.0,2.0,0.0,3.0,220.329986572
7612,0.0,1.0,17.0,2.0,1.0,3.0,221.979995728
7613,0.0,0.0,19.0,2.0,1.0,3.0,224.220001221
7614,0.0,1.0,19.0,3.0,1.0,3.0,224.940002441
7615,0.0,0.0,17.0,3.0,0.0,2.0,223.850006104
7616,0.0,1.0,18.0,2.0,0.0,3.0,219.199996948
7617,0.0,1.0,23.0,2.0,1.0,3.0,221.109985352
7618,0.0,0.0,25.0,3.0,1.0,2.0,223.119995117
7619,0.0,0.0,19.0,2.0,0.0,2.0,225.309997559
7620,0.0,0.0,18.0,2.0,0.0,2.0,222.169998169
7621,0.0,1.0,19.0,2.0,0.0,3.0,225.200012207
7622,0.0,1.0,20.0,2.0,0.0,3.0,219.880004883
7623,0.0,0.0,18.0,3.0,1.0,2.0,220.559997559
7624,0.0,0.0,18.0,2.0,0.0,3.0,222.899993896
7625,0.0,0.0,18.0,3.0,0.0,3.0,219.449996948
7626,0.0,0.0,18.0,3.0,1.0,3.0,224.879989624
7627,0.0,1.0,20.0,2.0,0.0,3.0,221.010009766
7628,0.0,1.0,19.0,3.0,1.0,2.0,222.300003052
7629,0.0,0.0,18.0,2.0,0.0,3.0,222.739990234
7630,0.0,0.0,18.0,2.0,0.0,3.0,222.739990234
7631,0.0,0.0,18.0,2.0,0.0,3.0,222.739990234
7632,0.0,1.0,19.0,2.0,0.0,3.0,221.880004883
7633,0.0,1.0,18.0,3.0,1.0,3.0,221.63999939
7634,0.0,1.0,18.0,2.0,0.0,3.0,219.679992676
7635,0.0,1.0,17.0,3.0,0.0,2.0,218.540008545
7636,0.0,0.0,18.0,2.0,1.0,3.0,220.509994507
7637,0.0,0.0,18.0,3.0,0.0,3.0,226.400009155
7638,0.0,1.0,23.0,3.0,0.0,2.0,220.779998779
7639,0.0,0.0,19.0,2.0,0.0,3.0,219.820007324
7640,0.0,0.0,19.0,3.0,0.0,2.0,223.510009766
7641,0.0,1.0,18.0,3.0,0.0,3.0,220.36000061
7642,0.0,0.0,17.0,2.0,0.0,2.0,223.850006104
7643,0.0,0.0,18.0,3.0,0.0,3.0,215.039993286
7644,0.0,0.0,18.0,2.0,0.0,3.0,219.879989624
7645,0.0,1.0,17.0,2.0,0.0,3.0,213.619995117
7646,0.0,0.0,18.0,2.0,0.0,3.0,212.949996948
7647,0.0,0.0,17.0,3.0,1.0,3.0,214.199996948
7648,0.0,0.0,17.0,2.0,0.0,3.0,214.990005493
7649,0.0,0.0,17.0,3.0,0.0,3.0,216.529998779
7650,0.0,0.0,17.0,3.0,0.0,3.0,216.529998779
7651,0.0,0.0,17.0,3.0,0.0,3.0,216.529998779
7652,0.0,0.0,17.0,3.0,0.0,3.0,216.009994507
